3639077_a107cb4db6,12,0
3639078_c8390aa946,10,0
3639116_cf31f9052d,9,0
3639165_07e295c86c,28,0
3639244_69081e4ed7,7,0
3639256_7087e55a3c,134,0
3639261_90c6b3d4fd,376,0
3639289_f36fcad8bc,60,0
3639327_90730e6131,303,0
3639381_579086c8b4,66,0
3639391_9e655249c1,4,0
3639455_015720ae4a,283,0
3639587_6e6ff646e8,27,0
3639621_2835a6e5a8,33,0
3639663_d9df9f772b,6,0
3639667_e8514d2edf,46,0
3639669_fa299fe96c,24,0
3639666_b97ef27099,40,0
3639676_dcdfcad135,90,0
3639684_ae2c80bb83,180,0
3639681_e011da6104,140,0
3639686_700884046d,150,0
3639739_a1f6bc496d,100,0
3639744_0cee6370f8,120,0
3639771_e5561de6c3,373,0
3639786_32bd63fd7d,112,0
3639793_ae40fc4656,18,0
3639822_e70575cece,69,0
3639884_66abbe2bc1,64,0
3639980_2b42098c39,316,0
3639990_3fa419ac60,81,0
3640052_740bcd7bf2,121,0
3640054_60a7334216,121,0
3640053_8965ba1ba0,121,0
3640092_dabdb38293,60,0
3640119_6f41320f4b,214,0
3640163_5de5442e4a,20,0
3640165_6d34975d95,37,0
3640164_a1702fd82d,21,0
3640294_0a2d936ed1,27,0
3640316_d25b6f565c,151,0
3640324_eceff7bfa1,30,0
3640323_15a1de98e5,17,0
3640322_4cc7c85bbc,41,0
3640367_b1f57c38de,91,0
3640354_02b78d8c7d,48,0
3640360_69e92fd022,30,0
3640362_5ce2896dd8,401,0
3640372_d3c00c1edf,46,0
3640375_0409f37867,40,0
3640417_713fbe9cff,210,0
3640432_e8214ade28,216,0
3640493_daaf40c4a6,174,0
3640486_35c4641ee9,119,0
3640441_84ff832ee0,15,0
3640487_46c0224efd,162,0
3640490_f9cb255929,201,0
3640495_c89acf87cd,133,0
3640502_1817f60289,33,0
3640503_0376c7961e,18,0
3640504_7b6c78da7d,19,0
3640505_77eaefd4af,31,0
3640523_da5755f6da,90,0
3640538_538eca37aa,296,0
3640620_3cffb7acdf,819,0
3640587_9f1c94fbcd,1931,0
3640588_235a6d4a88,1997,0
3640876_e7f018cc2c,11,0
3640656_9957a25acd,847,0
3640733_3dd5ba869d,97,0
3640710_5dafeb68ad,56,0
3640712_48819a1d56,23,0
3640726_767a58a2bd,33,0
3640751_df23e32bc0,610,0
3640846_ecae4b8064,131,0
3640851_1d0dc0f826,41,0
3638626_327b648481,11,0
3638698_579cb472f8,22,0
3638717_ca78d2b940,31,0
3638787_bdf928f243,7,0
3638810_eb6d635359,434,0
3638818_c841b925a0,127,0
3638863_e550ec0d5d,25,0
3638864_c403e0152f,13,0
3638880_ed430088fd,14,0
3638925_80d4c6ced6,32,0
3638924_0c9ca6cbc2,16,0
3638923_71d8769aa8,42,0
3638958_0a66fbfd0f,823,0
3639005_acf0e313ef,42,0
3639008_0027e4da61,168,0
3639032_d0a7da1a6c,96,0
3639039_36a73951ae,28,0
3639092_5c1282b4b6,254,0
3638011_e49fa83f55,412,0
3638012_81114092e6,415,0
3638013_109644e206,425,0
3638025_f9696bd8f4,616,0
3638026_d378da1f13,594,0
3638028_ed37880b36,600,0
3638068_242c06a35f,1212,0
3638079_ae2bb56d06,9,0
3638081_1942546aad,210,0
3638082_73bc7d9d5b,8,0
3638085_f146c98dcd,9,0
3638089_d51c09f42f,7,0
3638203_273a13106d,49,0
3638204_73cc0940fe,34,0
3638190_282ca3bb80,3,0
3638198_78d60d36c9,48,0
3638200_9fc2fe023d,29,0
3638199_7ccc6d0d5b,41,0
